cod_municipio;PopResid;ExpecVida;idoso;mulher;nascimentopercapta;casado;evangelico;deficiente;densidadepop;geladeira;moradorfavela;pavimentacao;brancos;nvelsuperiorconcludo;conclusoensinomdio;ResideMenos10anos;resideoutranacionalid;taxadedesemprego;taxatrabinfantil;horastrabalho;Gini;CobBFamilia;traboutromun
3137304;4225;71.36;11.33727811;47.91;11.24;31.64;12.37;26.45;7.04;81.19;0;0.695621302;19.40828402;4.88;17.07;0.639053254;0;5.708529214;17.35000038;28.84;0.442099988;74.12999725;6.8
3137403;12256;74.68;11.11292428;48.21;11.79;43.64;5.1;25.22;25.71;87.05;0;0.52488577;64.56429504;4.11;12.08;0.815926893;0;3.177054606;7.869999886;57.86;0.534500003;84.01000214;9.03
3137502;17161;74.91;14.65532312;49.58;10.27;47.35;8.35;25.17;20.41;97.75;0;0.736029369;57.46751355;4.44;12.78;5.588252433;0;2.274262553;15.85000038;41.8;0.501900017;92.23000336;8.84
3137536;8631;73.72;9.848221527;47.29;11.08;36.4;11.43;19.02;6.98;94.96;0.06;0.346541536;41.55949484;5.91;15.4;3.255706175;0;4.185091598;11.42000008;51.54;0.502300024;83.72000122;8.98
3137601;52520;76.43;10.32178218;51;13.45;38.46;25.46;20.83;228.27;98.89;0.65;0.790517898;37.81035796;14.48;28.17;5.576923077;0.17;3.869648627;6.539999962;28.12;0.587400019;99.77999878;20.06
3137700;19609;73.6;11.71910857;49.88;13.78;41.21;27.61;16.92;45.4;91.86;0.05;0.49762864;46.41746137;5.7;13.63;9.648630731;0;1.947826087;11.46000004;37.33;0.512300014;83.59999847;2.84
3137809;19554;77.23;14.5494528;50.7;12.95;42.6;20.46;23.4;91.76;94.44;0;0.632351437;72.56315843;8.9;17.67;7.558555794;0.19;3.948163567;10.27999973;43.7;0.493299991;97.88999939;3.82
3137908;3452;74.7;15.87485516;49.45;12.64;45.22;3.62;28.17;29.11;87.19;0;0.4301854;47.85631518;4.22;13.28;1.882966396;0;2.622445044;14.13000011;50.36;0.456900001;99.69000244;9.28
3138005;6465;76.42;16.81361176;49.67;7.8;46.03;8.78;27.26;31.55;96.68;0;0.722351121;71.05955143;6.64;20.63;4.516627997;0;1.425544211;5.019999981;34.22;0.513899982;99.30999756;7.67
3138104;6484;72.71;10.91918569;48.69;13.32;34.08;12.04;27.93;2.02;89.87;0.52;0.214065392;23.58112276;2.9;11.54;3.608883405;0;6.053268765;19.23999977;48.67;0.457700014;90.69000244;3.79
3138203;92200;77.8;12.170282;51.5;13.01;40.69;16.78;18.61;163.26;98.09;0.03;0.920997831;53.7494577;16.56;26.68;5.726681128;0.16;3.610173746;3.859999895;27.01;0.510299981;83.95999908;3.29
3138302;3205;77.49;14.75819033;48.83;10.32;34.98;11.14;24.29;9.1;97.67;0;0.588455538;54.66458658;6.18;11.7;2.496099844;0;1.909792767;11.85000038;49.78;0.463099986;91.52999878;29.78
3138351;4804;71.73;9.159034138;50.15;9.93;31.76;14.76;21.12;17.15;91.1;0;0.334512906;27.41465445;7.68;14.73;3.143213988;0;2.848664688;6.599999905;20.3;0.412900001;88.37000275;31.08
3138401;51130;77.04;15.13201643;51.99;12.5;35.38;16.62;21.97;54.22;96.77;0.04;0.856581263;50.08801095;8.49;20.1;4.494425973;0.08;4.075901328;5.679999828;35.94;0.504000008;58.91999817;5.06
3138500;5346;75.01;17.0781893;49.48;6.61;40.56;8.37;24.62;13.32;79.05;0;0.59577254;70.10849233;6.96;9.38;5.723905724;0.37;2.74988044;8.729999542;48.13;0.60650003;90.94999695;9.27
3138609;16149;76.68;15.13406403;49.59;10.32;35.03;8.54;25.23;19.03;87.56;0.25;0.687349062;54.95077095;6.81;17.2;3.220013623;0;3.996476053;9.329999924;41.59;0.592100024;67.51000214;10.1
3138625;6890;75.04;11.05950653;48.74;9.34;33.87;12.59;23.92;5.22;93.24;0;0.329317852;48.12772134;7.81;17.95;14.12191582;0;6.544552566;14.72999954;44.71;0.470400006;100;1.99
3138658;8397;72.61;12.52828391;47.96;12.44;36.65;12.45;22.76;32.4;74.12;0;0.399428367;36.2986781;7.38;13.92;3.691794689;0;3.700016592;10.14999962;37.39;0.513499975;88.80000305;18.7
3138674;6234;73.53;11.06833494;48.28;13.3;54.87;18.45;19.06;42.87;85.3;0;0.287776708;50.75393006;2.72;8.36;2.967597048;0;1.069042316;23.37000084;55.74;0.519999981;95.08999634;2.01
3138682;6400;72.96;10.625;48.55;15.12;35.69;6.18;26.48;15.54;75.73;0;0.29734375;22.796875;2.79;8.57;3.953125;0;6.210892236;8.289999962;28.81;0.586700022;52.79999924;12.99
3138708;5422;74.27;13.29767613;48.16;9.52;42.5;5.26;23.91;10.84;91.56;0.26;0.689413501;63.72187385;6.44;13.61;4.24197713;0;0.833946529;5.5;26.43;0.408499986;91.52999878;13.19
3138807;17486;75;13.77673567;50.15;11.97;40.82;8.92;23.73;14.92;98.16;0;0.884764955;51.25814938;10.46;16.93;3.311220405;0.06;3.877626244;9.109999657;46.34;0.503000021;85.12999725;5.53
3138906;6976;71.96;14.69323394;48.27;13.97;24.46;17.32;24.31;20.99;86.06;0;0.687786697;24.81364679;4.18;15.92;4.931192661;0;6.312882225;7.840000153;19.17;0.485199988;95.19999695;3.65
3139003;38688;75.9;11.41956162;50.01;12.75;42.88;20.29;16.3;66.03;97.04;0;0.788125517;57.0176799;10.69;14.61;4.836124897;0;3.310616806;8.829999924;30.95;0.521799982;27.30999947;3.84
3139102;4904;76.38;14.39641109;49.78;10.85;41.23;1.93;29.34;9.95;89.11;0;0.5887031;64.92659054;7.58;18.84;7.565252855;0.05;6.074270557;3.180000067;32.13;0.520799994;82.90000153;11.93
3139201;18776;71.05;13.40008522;51.22;15.02;28.67;11.98;27.42;25.8;76.56;0;0.482477631;21.81508308;5.8;10.72;3.509799744;0;4.119114201;10.06999969;24.06;0.539900005;85.29000092;4.98
3139250;6321;71.73;16.75367822;49.64;9.39;49.05;5.23;20.53;21.69;93.6;0;0.27922797;38.96535358;1.36;8.43;7.498813479;0;2.762543165;14.89999962;19.31;0.460299999;87.73000336;11.2
3139300;19813;72.96;10.90698027;50.57;16.59;31.65;12.23;25.89;10.16;80.21;0;0.382778983;18.84116489;5.06;13;4.047847373;0;6.762656047;10.52000046;27.35;0.686699986;100;7.47
3139409;79574;75.35;10.15532712;50.75;17.09;42.16;27.48;21.35;126.65;91.55;0.36;0.681692513;47.29559907;7.01;18.18;4.125719456;0.01;3.046088036;14.09000015;36.75;0.506299973;77.04000092;2.12
3139508;21382;75.74;12.40295576;50.81;14.01;37.71;24.49;21.5;116.91;89.39;0;0.741651857;48.13862127;7.49;16.72;4.461696754;0;3.176830824;12.43999958;45.62;0.491400003;74.06999969;7.27
3139607;27111;73.16;14.0828446;51.73;12.96;43.17;44.5;32.08;39.57;94.14;0.03;0.521707056;35.83047472;6.34;15.31;9.719302128;0.1;4.383227694;9.720000267;29.01;0.523299992;50.75;6.68
3139706;7163;75.7;10.49839453;49.31;12.84;38.62;9.65;22.46;27.38;96.55;0;0.628926427;39.78779841;6.1;16.66;0.82367723;0;5.42066629;13.31999969;42.09;0.396100014;60.99000168;15.46
3139805;11749;74.51;15.10766874;51.38;11.2;37.2;19.98;25.06;31.62;97.1;0.07;0.799387182;58.95820921;6.95;15.24;8.230487701;0;1.2901815;12.06000042;53.3;0.404000014;83.37999725;2.66
3139904;14216;75.53;11.71918965;49.34;11.97;46.37;8.77;22.13;70.06;90;0;0.548607203;73.07259426;6.1;14.84;2.286156443;0.05;4.398631959;4.760000229;49.76;0.486299992;92.62000275;23.81
3140001;54219;77.43;9.592578247;50.97;15.32;37.7;14.72;21.47;45.4;93.21;0.23;0.81729652;30.13703683;11.87;26.92;2.860620816;0;6.077933601;5.800000191;21.87;0.511600018;85.11000061;9.38
3140100;4219;71.86;13.628822;51.2;12.42;35.77;13.14;28.3;26.57;89.62;0;0.762502963;14.67172316;2.34;12.48;5.854467883;0.08;3.428377461;4;45.32;0.467299998;100;4.55
3140159;13192;74.99;8.338386901;49.66;15.15;37.52;37.28;22.99;374.82;97.17;0.91;0.708459673;34.91510006;3.19;19.5;3.009399636;0.08;5.753862547;9.75;42.44;0.474099994;27.39999962;45.83
3140209;2788;75.84;16.2482066;50.18;11.03;40.86;14.94;18.24;36.05;97.86;0;0.68687231;56.67144907;4.99;11.21;2.905308465;0;0.650255458;3.690000057;50.61;0.423500001;84.36000061;7.67
3140308;4012;75.29;14.98005982;50.22;11.92;42.35;32.43;24.74;7.35;96.31;0;0.471335992;30.78265204;3.88;15.27;2.342971087;0;5.313028765;7.110000134;28.39;0.411500007;88.97000122;31.94
3140407;2968;73.36;13.17385445;49.76;12.21;50.19;16.46;20.45;27.51;81.31;0;0.418463612;76.11185984;4.43;7.33;5.222371968;0;2.3914969;11.64999962;44.7;0.458600014;87;3.48
3140506;12611;75.61;13.81333756;49.46;11.44;38.96;11.04;23.86;12.03;97.29;0.14;0.54071842;55.29299818;6.48;14.2;3.163904528;0.03;4.031587697;8.229999542;42.5;0.453500003;72.01000214;4.15
3140530;7173;73.53;10.87411125;49.03;16.11;44.92;24.2;19.05;63.33;89.61;0.28;0.369580371;45.96403179;2.44;11.87;8.727171337;0;1.691982311;15.02999973;32.02;0.404599994;83.83999634;3.13
3140555;7874;69.92;12.44602489;47.41;13.06;23.14;17.32;23.36;34.61;71.14;0;0.652019304;23.13944628;4.17;9.65;7.899415799;0;4.290311048;5.559999943;15.82;0.476099998;76.19999695;5.25
3140605;4595;71.16;15.23394995;50.27;12.15;34.63;12.74;22.98;16.38;75.56;0;0.200652884;12.03482046;4.94;10.99;3.307943417;0;4.464555053;2.25;67.74;0.479799986;84.43000031;5.52
3140704;27856;75.36;11.21840896;50.41;14.05;36.8;21.1;25.43;92;96.21;0.21;0.524303561;40.11703044;7.16;19.91;3.06217691;0.11;4.256155699;7.590000153;24.55;0.513700008;51.36000061;17
3140803;13435;76.73;13.46483067;50.19;10.88;32.94;17.26;20.13;85.51;95.72;0.07;0.825232601;48.73092668;7.86;20.37;6.177893562;0;4.142011834;6.230000019;32.88;0.497000009;66.87000275;24.59
3140852;9979;72.96;9.179276481;48.93;13.2;30.72;13.31;24.11;5.12;75.74;0.83;0.22216655;17.22617497;3.87;10.27;3.567491733;0;6.488725265;14.42000008;24.19;0.570900023;85.06999969;14.11
3140902;17639;71.8;10.28402971;50.52;16.18;41.98;22.37;20.29;66.07;85.52;0.19;0.656953342;32.33176484;5.07;9.51;1.882192868;0;3.448556987;10.22000027;50.99;0.488900006;92.22000122;8.01
3141009;12684;72.33;12.76411227;50.65;11.35;40.71;5.9;23.22;26.86;90.02;0;0.573872595;40.49984232;5.63;13.88;3.137811416;0;3.302330442;18.53000069;30.47;0.460799992;64.54000092;9.85
3141108;33955;76.82;9.595052275;50.65;14.41;37.92;22.99;19.08;134.59;98.29;0.6;0.777352378;27.51877485;5.62;25.19;1.504933;0.03;6.922654534;6.380000114;21.12;0.441500008;66.23999786;18.46
3141207;3761;76.53;18.63865993;50.76;10.08;49.28;10.85;30.3;14.41;96.63;0;0.705663387;79.42036692;4.5;9.59;6.195160861;0.29;1.220752798;9.640000343;44.81;0.598200023;91.93000031;5.66
3141306;3444;76.04;11.49825784;47.42;9.47;50.65;7.12;23.8;3.64;96.12;0;0.518873403;64.31475029;6;12.56;3.222996516;0;1.667312912;18.35000038;63.04;0.467299998;90.16000366;1.37
3141405;21026;74.27;14.20622087;50.18;12.85;33.96;13.37;23.85;14.64;85.45;0.1;0.447160658;23.90849425;5.61;13.08;4.308950823;0;4.535162493;11.14999962;17.55;0.587100029;72.18000031;3.81
3141504;6331;71.09;15.33722951;50.2;9.62;45.19;24.83;30.16;20.72;93.19;0;0.38919602;34.25999052;4.94;9.19;4.280524404;0;3.869483372;8.010000229;35.53;0.485000014;77.91999817;6.16
3141603;10368;74.85;16.09760802;50.27;10.06;42.19;3.63;26.64;29.77;91.66;0.15;0.637635031;61.02430556;6.73;10.62;4.735725309;0.05;2.30420549;11.73999977;28.4;0.588999987;61.56000137;5.53
3141702;6069;72.76;15.50502554;50.09;10.46;44.09;23.36;22.64;22.07;92.33;0;0.547866205;28.42313396;3.51;10.76;2.323282254;0;4.748420823;10.44999981;27.72;0.477299988;82.56999969;20.86
3141801;30794;73.14;8.657530688;50.15;12.44;29.89;9.12;22.6;16.99;85.22;0;0.294862636;24.74183282;6.15;9.82;1.549003053;0;2.980054011;18.92000008;28.18;0.501399994;71.23999786;26.67
3141900;3840;73.32;13.15104167;50.81;12.39;36.02;18.31;31.5;17.47;92.93;0;0.673958333;43.28125;5.79;15.44;8.385416667;0;9.310344828;11.06000042;28.39;0.490200013;92.86000061;11.48
3142007;13042;72.61;12.56709094;49.17;14.92;37.69;19.85;25.39;18.03;77.5;0.3;0.502453611;26.29197976;4.75;15.79;2.415273731;0;5.144251167;9.569999695;41.74;0.486400008;72.30999756;14.28
3142106;10251;74.64;13.03287484;48.94;10.89;42.87;12.61;23.83;33.98;89.31;0.05;0.497122232;54.71661301;5.94;12.45;5.131206712;0;3.176848875;15.88000011;44.15;0.521499991;87.27999878;7.24
3142205;13808;75.19;13.80359212;49.71;11.36;43.73;25.2;16.32;43.06;95.1;0;0.724362688;54.42497103;5.86;16.35;4.004924681;0;1.736572405;8.710000038;52.42;0.456099987;84.91999817;14.32
3142254;4549;71.88;11.76082656;49.81;12.51;41.9;15.41;23.2;7.55;76.35;1.14;0.137832491;42.95449549;5.55;9.71;4.484502088;0;3.989535644;14.68999958;11.09;0.489199996;87.91000366;10.92
3142304;4689;73.01;16.48539134;50.03;11.22;41.29;15.03;24.44;30.23;97.18;0.31;0.300277245;44.52975048;3.26;13.4;3.625506505;0;2.480270575;6.869999886;42.04;0.438499987;88.43000031;18.6
3142403;7028;75.87;12.86283438;49.45;11.58;41.15;8.85;24.93;34.67;97.57;0;0.87108708;58.42344906;10.46;18.95;4.38247012;0;2.350746269;20.85000038;39.28;0.385699987;26.15999985;10.19
3142502;2360;74.16;13.00847458;48.86;9.5;32.28;5.45;25.1;3.63;92.3;0;0.33559322;15.63559322;7.21;16.32;1.186440678;0;5.058139535;3.319999933;39.66;0.479999989;85.29000092;6.21
3142601;8161;75.32;12.35142752;48.78;9.2;43.55;11.77;23.06;37.69;96.87;0;0.727361843;64.23232447;7.61;18.4;4.472491116;0;2.410613169;8.43999958;40.56;0.405400008;88.95999908;5
3142700;15862;72.96;13.47875426;49.59;13.79;37.1;10.47;26.26;10.55;80.96;0.79;0.217690077;28.70382045;5.09;11.91;6.361114614;0;2.618834081;7.599999905;22.95;0.543900013;83.94000244;7.31
3142809;19619;75.86;14.66435598;48.76;11.46;36.57;15.74;24.7;7.56;96.21;0.02;0.635047658;58.46373414;5.66;12.93;5.408022835;0;3.223239156;12.75;48.33;0.490500003;92.15000153;2.62
3142908;21994;73.63;14.96771847;50.72;12.14;48.13;7.14;27.37;22.12;90.89;0;0.414022006;40.24734018;4.89;13.46;5.3423661;0;4.284439155;14.22000027;27.72;0.51910001;88.91999817;7.5
3143005;13061;75.82;13.9346145;47.86;10.38;44.29;6.23;22.89;31;91.67;0.14;0.61817625;76.64037976;6.16;10.63;5.566189419;0;1.218787158;11.88000011;37.31;0.457500011;62.13999939;6.23
3143104;45772;77.1;10.55230272;49.61;13.34;38.46;18.75;23.51;34.08;95.63;0.07;0.850803985;57.50458796;8.59;14.87;6.576072708;0.05;3.318501507;8.18999958;37.52;0.497900009;43.15000153;3.88
3143153;4656;70.92;11.23281787;47.79;13.58;30.93;14.81;23.06;12.08;58.95;0;0.284579038;29.57474227;2.91;4.03;3.865979381;0;4.06420765;14.02000046;13.93;0.590600014;51.52999878;0.82
3143203;21234;77.46;15.67768673;49.68;10.37;42.05;13.14;26.46;35.71;96.79;0.17;0.716445324;67.29773006;7.06;16.34;9.136290854;0;1.577382758;10.35000038;36.98;0.423299998;87.47000122;6.74
3143302;361915;77.07;9.240014921;51.85;15.53;36.88;23.21;19.14;101.41;95.77;0.4;0.761294779;32.0566984;13.28;32.02;3.698105909;0.06;6.598446773;6.579999924;29.18;0.539099991;61.61999893;3.15
3143401;21203;77.69;11.34273452;49.75;9.93;44;16.88;24.85;72.71;96.17;0.5;0.767674386;77.97481488;6.11;13.59;12.40390511;0.05;1.037019173;26.54000092;29.73;0.44780001;100;4.42
3143450;7464;73.55;10.46355841;49.42;11.39;43.06;6.19;16.48;6.6;81.34;0;0.286843516;35.32958199;2.49;9.98;3.92550911;0;2.246971473;16.20000076;13.7;0.457800001;96.09999847;12.73
3143500;8255;74.79;12.93761357;49.06;10;35.32;16.04;26.41;3.96;95.19;0;0.701635373;50.15142338;7.13;15.16;2.519685039;0;2.057547018;13.61999989;42.7;0.456900001;100;3.49
3143609;2660;73.97;13.42105263;48.27;11.83;40.53;6.81;31.12;6.41;94.84;0;0.378947368;17.93233083;6.43;7.45;0.827067669;0;3.389830508;9.350000381;39.37;0.473199993;86.08999634;2.26
3143708;3399;73.55;16.35775228;49.72;9.36;40.58;8.56;30.81;7.12;84.01;0;0.632538982;21.30038247;2.59;11.95;0.147102089;0;3.609258533;10.85999966;32.89;0.485000014;78.19999695;5.69
3143807;6257;74.25;11.76282564;48.11;7.58;40.43;20.69;24.17;32.66;90.3;0;0.36423206;78.96755634;4.89;11.29;11.01166693;0.22;1.851054671;6.619999886;40.17;0.490099996;77.83000183;5.67
3143906;100765;76.18;13.01245472;51.61;12.9;43.95;29.08;25.01;119.72;96.91;0.34;0.88134769;54.07036173;9.26;19.41;4.54919863;0.01;3.572021082;9.930000305;30.83;0.516700029;94.55000305;3.66
3144003;26661;74.3;13.73166798;49.46;13.25;45.52;29.29;28.24;21.31;91.25;0.08;0.369453509;40.80867184;5.67;10.83;6.766437868;0.13;2.235670701;18.60000038;38.42;0.495999992;63.18000031;2.31
3144102;20430;76.51;14.52765541;49.75;12.04;43.74;13.23;21.76;49.84;97.62;0;0.715369555;80.34263338;10.58;19.68;6.798825257;0;2.444681251;9.31000042;36.79;0.467500001;55.09000015;3.69
3144201;3154;74.85;15.37729867;49.71;10.31;37.21;14.25;23.49;13.51;87.48;0;0.372225745;23.77932784;2.6;7.84;3.963221306;0;1.983252534;7.53000021;33.6;0.60589999;97.91999817;4.76
3144300;40834;76.02;13.57937013;51.04;14.4;31.24;26.17;21.53;26.9;94.87;0.02;0.678160357;26.05181956;7.03;21.68;10.17534408;0.04;7.112777997;6.400000095;29.73;0.514900029;51.27000046;6.49
3144359;6341;74.32;10.97618672;49.63;16.25;38.43;36.79;20.53;49.86;95.67;0.05;0.573568838;23.92367135;3.96;19.13;4.463018451;0.05;7.520952801;9;39.19;0.438899994;93.26999664;34.42
3144375;3280;75.78;10.48780488;47.07;12.42;32.27;14.26;30.49;7;94.34;0;0.362195122;34.17682927;4.49;11.66;5.670731707;0;2.880135536;14.72000027;49.08;0.408300012;75.48000336;11.31
3144409;4658;73.28;17.26062688;48.28;8.34;50.42;6.57;20.39;24.68;96.48;0;0.564405324;84.15629025;6.05;16.82;3.112924002;0;1.39335477;13.43000031;32.05;0.404300004;93.05000305;4.09
3144508;7954;74.82;12.50942922;48.23;11.21;36.64;7.99;22.65;24.17;91.48;0;0.76514961;45.05908977;5.69;18.71;4.966054815;0.06;2.141652614;7.639999866;23.72;0.479600012;90.16000366;15.61
3144607;25733;74.3;13.04550577;50.13;11.51;43.75;13.86;29.66;44.17;93.53;0;0.756499437;51.6068861;7.3;11.54;3.097190378;0;3.748002268;9.569999695;36.16;0.448799998;60.68000031;8.62
3144656;9815;72.01;12.72542028;48.52;9.93;41.58;11.9;23.17;8.86;70.76;0;0.162200713;30.32093734;2.86;5.19;3.912379012;0;2.679207639;11.82999992;5.87;0.527499974;76.93000031;10.27
3144672;3732;71.06;10.45016077;49.17;14.64;46.83;26.38;21.22;25.43;91.6;0;0.212486602;27.89389068;1.97;8.68;6.323687031;0;2.27358848;9.199999809;11.57;0.514699996;90.62000275;1.94
3144706;17528;74.48;12.24897307;52.37;12.55;36.76;23.6;21.39;48.43;96;1;0.810303514;28.11501597;5.35;25.95;3.571428571;0;7.569481057;6.320000172;45.92;0.474000007;94.23000336;12.22
3144805;80998;78.1;10.89903454;51.66;14.77;38.86;18.15;16.83;188.78;97.71;0.43;0.865910269;37.2305489;19.03;25.85;5.010000247;0.28;3.440482964;4.619999886;23.35;0.691399992;60.54999924;29.95
3144904;3790;71.72;15.3298153;49.79;11.66;37.82;17.89;28.73;10.08;92.07;0.81;0.510290237;22.77044855;4.22;11;2.506596306;0;4.435483871;8.520000458;28.59;0.507799983;81.25;1.77
3145000;12812;75.08;8.062753668;47.51;12.81;38.07;21.96;15.8;11.53;96.32;0.27;0.819153918;48.85263815;7.29;15.08;15.27474243;0;3.699754771;14.85999966;50.21;0.531499982;71.08999634;9.65
3145059;7398;73.63;9.543119762;48.8;14.18;38.37;10.45;22.44;61.17;90.17;0;0.489726953;30.2108678;2.1;15.15;3.703703704;0;5.549242424;20.71999931;28.27;0.407700002;74.55999756;24.91
3145109;15374;75.33;11.21373748;47.27;13.94;51.33;15.72;17.93;39.41;91.91;0;0.510537271;84.36321062;4.25;11.38;5.164563549;0.05;0.925765703;22.93000031;50.09;0.465499997;100;2.12
3145208;73699;76.82;4.612002877;48.35;16.8;37.57;26.07;16.96;261;96.25;2.04;0.901111277;42.78891165;3.88;18.8;12.34752168;0.01;1.69644835;21.88999939;45.27;0.360599995;89.93000031;0.83
3145307;30725;72.83;10.54515867;50.35;17.05;26.64;8.69;22.69;18.04;70.13;0.46;0.206086249;17.30187144;4.27;7;2.203417413;0;3.175071267;16.14999962;24.49;0.538299978;68.01000214;8.6
3145356;10339;70.26;14.36309121;48.78;12.14;29.92;16;30.56;13.69;68.53;0.2;0.345778122;23.86110842;2.81;8.12;6.354579747;0;6.398789046;17.85000038;31.31;0.562099993;25.78000069;7.77
3145372;4963;73.26;14.60809994;49.85;12.85;41.36;14.08;25.41;18.26;83.13;0;0.171267379;30.44529518;3.74;8.28;3.566391296;0;2.395209581;8.409999847;24.7;0.438600004;81.95999908;17.42
3145406;1976;74.37;16.75101215;46.36;8.52;42.99;5.59;31.85;11.09;84.2;0;0.446356275;55.92105263;4.89;9.88;5.263157895;0;1.21483376;8.869999886;44.72;0.422199994;83.62999725;13.52
3145455;5267;73.72;8.771596734;47.26;15;32.48;16.08;20.63;2.52;87.99;0.95;0.419973419;19.84051642;2.84;10.24;2.164419973;0.05;2.781602864;23.29999924;40.15;0.461699992;78;3.64
3145505;2533;73.56;15.87050928;48.52;11.04;45.21;12.06;25.33;46.36;94.6;0;0.770627714;60.79747335;6.09;13.59;7.027240426;0;3.20744956;5.409999847;25.6;0.406500012;92.22000122;23.35
3145604;39466;75.51;13.43941621;51.08;11.1;39.3;8.55;24.41;43.98;96.48;0;0.855622561;55.50093752;7.36;18.5;3.124208179;0.06;3.18498414;4.809999943;34.23;0.458000004;80.15000153;6.5
3145703;2123;72.61;13.33019312;49.13;7.97;43.73;3.83;30.8;19.1;89.58;0.09;0.449835139;64.24870466;3.19;9.5;2.543570419;0;5.233990148;3.559999943;32.2;0.441599995;91.22000122;14.35
3145802;3055;73.33;12.5695581;49;9.14;39.6;12.03;21.85;12.37;98.32;0;0.433715221;44.35351882;3.56;10.96;2.225859247;0.13;2.222222222;9.390000343;49.81;0.437599987;79.06999969;20.12
3145851;4493;74.42;12.55286;50.28;14.58;42.49;20.81;25.92;50.44;95.62;0.08;0.712441576;29.2009793;3.85;13.14;1.335410639;0;3.505644682;4.389999866;48.5;0.395200014;95.62999725;25.51
3145877;7284;71.67;10.07688083;49.24;15.22;49.6;27.64;25.32;59.8;83.84;0;0.253706755;37.24601867;2.38;7.14;3.747940692;0;2.996691963;11.10000038;45.03;0.556200027;81.65000153;6.15
3145901;35268;77.31;7.604627424;50.16;14.21;42.01;19.88;17.71;136.31;95.42;1.06;0.868322559;43.206306;14.03;29.39;3.856186912;0.03;5.336839376;5.090000153;23.65;0.521099985;70.61000061;10.33
3146008;31568;76.66;15.15775469;49.89;8.56;44.94;19.16;21.53;59.15;96.41;0;0.661270907;78.82032438;9.67;19.1;7.124303092;0.04;2.403280153;13.43999958;34.1;0.462300003;49.79999924;7.83
3146107;70281;75.03;11.37291729;51.23;12.46;36.55;10.69;18.76;56.41;94.98;0;0.786556822;31.17627808;11.83;27.05;2.026152161;0.13;5.258221247;5.369999886;30.3;0.510900021;90.87000275;11.65
3146206;6016;72.35;14.66090426;49.83;16.48;31.45;25.78;24.05;34.28;81.72;0.13;0.50681516;23.75332447;4.19;10.77;3.640292553;0;4.206273764;12.26000023;17.37;0.51880002;84.05000305;4.61
3146255;5834;72.71;8.690435379;49.04;16.35;33.14;10.15;16.1;13.07;75.44;0;0.230373672;23.31162153;3.47;6.07;1.234144669;0;0.726517903;19.65999985;25.78;0.4454;70.12999725;10.29
3146305;18849;72.83;13.4649053;50.48;15.58;32.67;19.55;23.69;34.63;78.01;0;0.482147594;20.38304419;3.01;11.59;3.337047058;0.03;4.941482445;12.75;31.05;0.550999999;85.90000153;6.82
3146404;4631;74.41;17.40444828;49.64;8.62;43.64;14.17;28.65;7.27;95.93;0;0.58324336;60.05182466;6.7;11.02;2.008205571;0.19;2.186389724;15.31999969;50.06;0.462599993;87.69999695;6.96
3146503;8014;77.43;14.6867981;49.76;10.25;42.11;11.4;27.4;19;97.3;0;0.803468929;56.83803344;6.1;16.22;3.244322436;0;2.657542966;17.26000023;41.77;0.467599988;99.44999695;2.4
3146552;5934;70.62;10.88641726;49.04;11.74;36.93;9;25.15;7.07;79.36;0;0.176440849;17.81260533;4.16;8.71;2.342433434;0;3.084648494;5.920000076;16.69;0.467799991;86.79000092;13.13
3146602;1558;75.72;18.93453145;49.81;7.59;38.81;3.83;42.54;26.67;91.71;0;0.773427471;64.69833119;6.17;16.16;2.118100128;0;3.157063931;9.659999847;29.22;0.447600007;69.51999664;6.86
3146701;6545;75.45;17.90679908;49.38;8.25;40.35;15.04;23.62;20.68;96.62;0.35;0.716119175;48.34224599;8.42;20.99;3.987776929;0;2.589371981;3.180000067;37.33;0.508700013;98.25;10.36
3146750;6931;69.29;14.90405425;48.49;10.39;28.86;11.54;23.14;16;70.11;0.24;0.47655461;26.98023373;3.54;8.27;8.642331554;0;5.230460922;26;7.97;0.462700009;92.87000275;2.59
3146909;14175;74.96;8.261022928;48.95;14.12;32.4;6.67;16.04;25.61;95;0.18;0.343703704;41.94003527;6.7;15.17;1.029982363;0.06;3.863254619;11.07999992;30.78;0.501399994;90.66000366;4.51
3147006;84718;76.22;7.981774829;49.87;14.07;30.61;21.66;19.61;10.29;96.3;0.05;0.831700465;25.45858023;8.59;25.65;5.315281286;0.11;5.114595108;6.96999979;35.21;0.515100002;24.20999908;2.27
3147105;84215;75.87;10.61568604;50.56;12.67;39.44;10.69;22.75;152.77;98.98;0.06;0.91246215;54.8215876;9.25;21.22;3.033901324;0.02;3.490004055;6.869999886;31.26;0.434799999;100;5.04
3147204;20245;75.98;14.51716473;49.73;11.56;44.34;10.13;22.43;47.71;96.64;0;0.809730798;68.14028155;7.99;17.05;5.798962707;0.21;2.489335965;6.96999979;32.83;0.41960001;41.08000183;6.39
3147303;19379;76.11;13.58171216;49.51;12.1;42.77;7;18.53;58.5;95.5;0.09;0.811651788;81.3509469;8.75;21.9;9.680582073;0.05;3.919320022;7.579999924;33.66;0.4727;89.81999969;7.2
3147402;22563;72.55;9.285112795;50.66;12.98;30.3;15.97;21.24;36.06;96.49;0;0.821876524;27.26587776;7.08;19.1;2.105216505;0;6.142728094;14.22999954;35.4;0.456800014;34.81000137;12.45
